,User,Date,Tweet,Tweets Ago,Positive,Negative,Neutral,Compound
0,BBCWorld,Mon Apr 23 22:51:05 +0000 2018,Madonna loses bid to stop sale of Tupac break up letter https://t.co/u43jTtH63d,1,0.0,0.69,0.31,-0.5423
1,BBCWorld,Mon Apr 23 21:29:40 +0000 2018,Is Bollywood ready for #MeToo? https://t.co/peBJHCUCz1,2,0.333,0.667,0.0,0.3612
2,BBCWorld,Mon Apr 23 20:54:02 +0000 2018,"RT @BBCBreaking: Nine people dead and 16 injured after van strikes pedestrians in Toronto, police in Canada say

https://t.co/NZbRtG7T9U",3,0.0,0.627,0.373,-0.8591
3,BBCWorld,Mon Apr 23 20:21:49 +0000 2018,China sexist adverts: Tech firms apologise after damning report https://t.co/fqeqo8c6u1,4,0.2,0.615,0.185,0.0516
4,BBCWorld,Mon Apr 23 19:53:47 +0000 2018,Daniel Barenboim returns German music award in anti-Semitism row https://t.co/Z4kkEnoLKR,5,0.28,0.72,0.0,0.5423
5,BBCWorld,Mon Apr 23 19:32:12 +0000 2018,US soldier gets world's first penis and scrotum transplant https://t.co/1IjabEClHp,6,0.0,1.0,0.0,0.0
6,BBCWorld,Mon Apr 23 19:32:12 +0000 2018,Yemen war: Houthi political leader Saleh al-Sammad 'killed in air raid' https://t.co/oziOdhCqQx,7,0.0,0.543,0.457,-0.8555
7,BBCWorld,Mon Apr 23 19:12:48 +0000 2018,"RT @BBCBreaking: @BBCWorld ""People were shouting stop the car"" - Eyewitness describes seeing the van hitting pedestrians 
https://t.co/26Yb…",8,0.0,0.879,0.121,-0.296
8,BBCWorld,Mon Apr 23 18:27:54 +0000 2018,"@BBCBreaking Toronto Police say driver of van is in custody but gave no personal details or possible motive 
https://t.co/JNIIyMO2si",9,0.0,0.865,0.135,-0.4215
9,BBCWorld,Mon Apr 23 18:17:19 +0000 2018,Waffle House gunman in custody https://t.co/X35cKnYSZA,10,0.0,1.0,0.0,0.0
10,BBCWorld,Mon Apr 23 18:13:33 +0000 2018,"RT @BBCBreaking: Naked gunman who killed four people at a Waffle House in Tennessee is in custody after a manhunt, police say https://t.co/…",11,0.0,0.816,0.184,-0.6705
11,BBCWorld,Mon Apr 23 18:11:15 +0000 2018,RT @BBCNews: US soldier gets world's first penis and scrotum transplant https://t.co/u8wucxfKAZ,12,0.0,1.0,0.0,0.0
12,BBCWorld,Mon Apr 23 18:01:34 +0000 2018,Multiple pedestrians hit by van in Toronto https://t.co/GCLz8DrX8I,13,0.0,1.0,0.0,0.0
13,BBCWorld,Mon Apr 23 17:39:20 +0000 2018,"RT @BBCNews: The Duke and Duchess of Cambridge introduce their new son to the world, just hours after he was born 

https://t.co/jU2MrpY3CQ…",14,0.0,1.0,0.0,0.0
14,BBCWorld,Mon Apr 23 17:14:56 +0000 2018,Travis Reinking: How did Waffle House suspect get guns after ban? https://t.co/dGdFe0Aaka,15,0.0,0.633,0.367,-0.7003
15,BBCWorld,Mon Apr 23 16:58:44 +0000 2018,RT @BBCBreaking: The Duke and Duchess of Cambridge show off new son outside London hospital https://t.co/lGZ2YAK7um #royalbaby https://t.co…,16,0.0,1.0,0.0,0.0
16,BBCWorld,Mon Apr 23 16:33:38 +0000 2018,"RT @BBCSport: Mohamed Salah is the first Egyptian footballer to win the PFA Player of the Year award.

It’s gone down very well in Egypt!…",17,0.312,0.688,0.0,0.8746
17,BBCWorld,Mon Apr 23 15:49:18 +0000 2018,Stolen heart of French queen consort Anne of Brittany found https://t.co/JC48MCWMvn,18,0.0,0.758,0.242,-0.4939
18,BBCWorld,Mon Apr 23 15:49:18 +0000 2018,Spain exhumes bodies from Valley of the Fallen civil war monument https://t.co/9PDProeOHG,19,0.0,0.61,0.39,-0.7506
19,BBCWorld,Mon Apr 23 15:27:16 +0000 2018,Harry Potter show opens on New York's Broadway https://t.co/vGDYr02PfM,20,0.0,1.0,0.0,0.0
20,BBCWorld,Mon Apr 23 22:51:05 +0000 2018,Madonna loses bid to stop sale of Tupac break up letter https://t.co/u43jTtH63d,21,0.0,0.69,0.31,-0.5423
21,BBCWorld,Mon Apr 23 21:29:40 +0000 2018,Is Bollywood ready for #MeToo? https://t.co/peBJHCUCz1,22,0.333,0.667,0.0,0.3612
22,BBCWorld,Mon Apr 23 20:54:02 +0000 2018,"RT @BBCBreaking: Nine people dead and 16 injured after van strikes pedestrians in Toronto, police in Canada say

https://t.co/NZbRtG7T9U",23,0.0,0.627,0.373,-0.8591
23,BBCWorld,Mon Apr 23 20:21:49 +0000 2018,China sexist adverts: Tech firms apologise after damning report https://t.co/fqeqo8c6u1,24,0.2,0.615,0.185,0.0516
24,BBCWorld,Mon Apr 23 19:53:47 +0000 2018,Daniel Barenboim returns German music award in anti-Semitism row https://t.co/Z4kkEnoLKR,25,0.28,0.72,0.0,0.5423
25,BBCWorld,Mon Apr 23 19:32:12 +0000 2018,US soldier gets world's first penis and scrotum transplant https://t.co/1IjabEClHp,26,0.0,1.0,0.0,0.0
26,BBCWorld,Mon Apr 23 19:32:12 +0000 2018,Yemen war: Houthi political leader Saleh al-Sammad 'killed in air raid' https://t.co/oziOdhCqQx,27,0.0,0.543,0.457,-0.8555
27,BBCWorld,Mon Apr 23 19:12:48 +0000 2018,"RT @BBCBreaking: @BBCWorld ""People were shouting stop the car"" - Eyewitness describes seeing the van hitting pedestrians 
https://t.co/26Yb…",28,0.0,0.879,0.121,-0.296
28,BBCWorld,Mon Apr 23 18:27:54 +0000 2018,"@BBCBreaking Toronto Police say driver of van is in custody but gave no personal details or possible motive 
https://t.co/JNIIyMO2si",29,0.0,0.865,0.135,-0.4215
29,BBCWorld,Mon Apr 23 18:17:19 +0000 2018,Waffle House gunman in custody https://t.co/X35cKnYSZA,30,0.0,1.0,0.0,0.0
30,BBCWorld,Mon Apr 23 18:13:33 +0000 2018,"RT @BBCBreaking: Naked gunman who killed four people at a Waffle House in Tennessee is in custody after a manhunt, police say https://t.co/…",31,0.0,0.816,0.184,-0.6705
31,BBCWorld,Mon Apr 23 18:11:15 +0000 2018,RT @BBCNews: US soldier gets world's first penis and scrotum transplant https://t.co/u8wucxfKAZ,32,0.0,1.0,0.0,0.0
32,BBCWorld,Mon Apr 23 18:01:34 +0000 2018,Multiple pedestrians hit by van in Toronto https://t.co/GCLz8DrX8I,33,0.0,1.0,0.0,0.0
33,BBCWorld,Mon Apr 23 17:39:20 +0000 2018,"RT @BBCNews: The Duke and Duchess of Cambridge introduce their new son to the world, just hours after he was born 

https://t.co/jU2MrpY3CQ…",34,0.0,1.0,0.0,0.0
34,BBCWorld,Mon Apr 23 17:14:56 +0000 2018,Travis Reinking: How did Waffle House suspect get guns after ban? https://t.co/dGdFe0Aaka,35,0.0,0.633,0.367,-0.7003
35,BBCWorld,Mon Apr 23 16:58:44 +0000 2018,RT @BBCBreaking: The Duke and Duchess of Cambridge show off new son outside London hospital https://t.co/lGZ2YAK7um #royalbaby https://t.co…,36,0.0,1.0,0.0,0.0
36,BBCWorld,Mon Apr 23 16:33:38 +0000 2018,"RT @BBCSport: Mohamed Salah is the first Egyptian footballer to win the PFA Player of the Year award.

It’s gone down very well in Egypt!…",37,0.312,0.688,0.0,0.8746
37,BBCWorld,Mon Apr 23 15:49:18 +0000 2018,Stolen heart of French queen consort Anne of Brittany found https://t.co/JC48MCWMvn,38,0.0,0.758,0.242,-0.4939
38,BBCWorld,Mon Apr 23 15:49:18 +0000 2018,Spain exhumes bodies from Valley of the Fallen civil war monument https://t.co/9PDProeOHG,39,0.0,0.61,0.39,-0.7506
39,BBCWorld,Mon Apr 23 15:27:16 +0000 2018,Harry Potter show opens on New York's Broadway https://t.co/vGDYr02PfM,40,0.0,1.0,0.0,0.0
40,BBCWorld,Mon Apr 23 14:31:45 +0000 2018,Ex-NFL star Jay Feely says prom gun photo a 'joke' https://t.co/ehc8EiUqUG,41,0.0,0.789,0.211,-0.34
41,BBCWorld,Mon Apr 23 14:31:44 +0000 2018,Yemen war: Saudi-led air strike on wedding 'kills 20' https://t.co/mWJ49S2rJg,42,0.0,0.44,0.56,-0.836
42,BBCWorld,Mon Apr 23 14:31:44 +0000 2018,South African women win Goldman prize for stopping nuclear deal https://t.co/XwtCXCH6Ew,43,0.425,0.479,0.096,0.7579
43,BBCWorld,Mon Apr 23 14:31:44 +0000 2018,Basic income trial falls flat in Finland https://t.co/TusdS3SYzN,44,0.0,1.0,0.0,0.0
44,BBCWorld,Mon Apr 23 14:11:01 +0000 2018,"Africans fight Hong Kong prejudice with football ⚽

https://t.co/2qNLs7WWS7 #CrossingDivides",45,0.0,0.543,0.457,-0.7096
45,BBCWorld,Mon Apr 23 13:16:53 +0000 2018,Avicii death: Oman police confirm 'no criminal suspicion' https://t.co/nNW9U6D1Le,46,0.0,0.292,0.708,-0.9022
46,BBCWorld,Mon Apr 23 13:03:35 +0000 2018,RT @BBCNews: Loved from #LFC to Luxor https://t.co/GPRXjXIcx6,47,0.358,0.642,0.0,0.5994
47,BBCWorld,Mon Apr 23 12:38:05 +0000 2018,Armenian PM resigns after protests https://t.co/uU5yRYLXD9,48,0.0,0.488,0.512,-0.4939
48,BBCWorld,Mon Apr 23 12:20:56 +0000 2018,BBC reporter Andy Verity was kicked in the groin in Ukraine https://t.co/VLvmw2QS8g,49,0.0,1.0,0.0,0.0
49,BBCWorld,Mon Apr 23 12:01:27 +0000 2018,Armenia protests: Soldiers join demonstrators as unrest continues https://t.co/MmWfrwzFrm,50,0.198,0.631,0.171,0.0772
50,BBCWorld,Mon Apr 23 11:17:59 +0000 2018,What would you say to a loved one if it was the last time they could hear your voice? https://t.co/Cp6ath0PBb https://t.co/9vCFtKnHgx,51,0.17,0.83,0.0,0.5994
51,BBCWorld,Mon Apr 23 10:57:05 +0000 2018,Shania Twain apologises after saying she would vote for Donald Trump https://t.co/IVowwoci7w,52,0.141,0.859,0.0,0.2023
52,BBCWorld,Mon Apr 23 10:04:35 +0000 2018,New Zealand PM @jacindaardern meets @LucyHockingsBBC to answer 10 deeply profound questions 😊… https://t.co/pyCS0idas8,53,0.0,1.0,0.0,0.0
53,BBCWorld,Mon Apr 23 09:57:17 +0000 2018,Israeli groom arrested over celebratory gunfire video https://t.co/Ljk4t5wmXm,54,0.0,0.693,0.307,-0.4767
54,BBCWorld,Mon Apr 23 09:52:43 +0000 2018,Woman 'fined $500 over free Delta Air Lines flight apple' https://t.co/cl6mgi630R,55,0.248,0.752,0.0,0.5106
55,BBCWorld,Mon Apr 23 09:43:09 +0000 2018,RT @BBCNewsPR: Today we're launching Crossing Divides - a UK and global season looking at the ways in which people connect across the fract…,56,0.0,1.0,0.0,0.0
56,BBCWorld,Mon Apr 23 09:28:00 +0000 2018,"RT @BBCSteveR: In today's Russian papers: ""Rich Muscovites are digging underground shelters to protect against Trump""; there's a warning of…",57,0.252,0.65,0.098,0.5859
57,BBCWorld,Mon Apr 23 08:44:02 +0000 2018,North Korea bus crash kills 32 Chinese tourists https://t.co/DIQ1ET4cQW,58,0.0,0.53,0.47,-0.7351
58,BBCWorld,Mon Apr 23 08:39:49 +0000 2018,Environment prize goes to Flint water activist https://t.co/5U7x1giRtf,59,0.32,0.68,0.0,0.5106
59,BBCWorld,Mon Apr 23 08:24:03 +0000 2018,Nashville Waffle House: James Shaw denies heroism https://t.co/VS3H7hizLr,60,0.302,0.476,0.222,0.25
60,BBCWorld,Mon Apr 23 08:13:16 +0000 2018,Paris attack suspect convicted in Belgium https://t.co/s0PYcdxfur,61,0.0,0.485,0.515,-0.6486
61,BBCWorld,Mon Apr 23 08:00:23 +0000 2018,Radovan Karadzic: Bosnian Serb ex-leader begins war crimes appeal https://t.co/7Mx7dbembW,62,0.0,0.698,0.302,-0.5994
62,BBCWorld,Mon Apr 23 07:57:00 +0000 2018,Crossing Divides: Europe 'more split' than decade ago https://t.co/MvhMPgJZeF,63,0.0,1.0,0.0,0.0
63,BBCWorld,Mon Apr 23 05:50:10 +0000 2018,Crossing Divides: Integrating the Swedish way https://t.co/YsnMX3fBWd,64,0.0,1.0,0.0,0.0
64,BBCWorld,Mon Apr 23 04:11:00 +0000 2018,Mario Abdo Benítez wins Paraguay's presidential election https://t.co/L03wQ1T0ZS,65,0.346,0.654,0.0,0.5719
65,BBCWorld,Mon Apr 23 03:11:31 +0000 2018,Elderly dog helps save girl lost in Australian bush https://t.co/IURd3xZbRo,66,0.384,0.464,0.152,0.5423
66,BBCWorld,Mon Apr 23 03:11:30 +0000 2018,South Korea turns off loudspeaker broadcasts into North https://t.co/4lCUUG8T6z,67,0.0,1.0,0.0,0.0
67,BBCWorld,Mon Apr 23 01:45:21 +0000 2018,The ups and downs of Trump and Macron https://t.co/nteVaTRQEb,68,0.0,1.0,0.0,0.0
68,BBCWorld,Mon Apr 23 01:18:07 +0000 2018,France approves controversial immigration bill https://t.co/hCLE0OYuqJ,69,0.318,0.471,0.212,0.2263
69,BBCWorld,Mon Apr 23 01:18:07 +0000 2018,Waffle House shooting 'hero': 'I was saving myself' https://t.co/D5XFB40T2k,70,0.0,1.0,0.0,0.0
70,BBCWorld,Mon Apr 23 00:33:11 +0000 2018,Nicaragua president scraps pension cuts after deadly riots https://t.co/SqNUBAklze,71,0.0,0.56,0.44,-0.6705
71,BBCWorld,Mon Apr 23 00:30:16 +0000 2018,Jacinda Ardern: I don't mind the interest in my pregnancy https://t.co/dbLCCsLYuM,72,0.0,0.784,0.216,-0.357
72,BBCWorld,Mon Apr 23 00:14:01 +0000 2018,'Welcome to my plastic bottle castle' https://t.co/HiDyoTArkh,73,0.333,0.667,0.0,0.4588
73,BBCWorld,Mon Apr 23 00:10:43 +0000 2018,'In six days I'll lose my voice forever' https://t.co/5X5ZHCXnl0,74,0.0,0.748,0.252,-0.4019
74,BBCWorld,Sun Apr 22 23:34:13 +0000 2018,Africans tackle Hong Kong prejudice with football https://t.co/rz1PH2gTKl,75,0.0,0.68,0.32,-0.5106
75,BBCWorld,Sun Apr 22 23:34:13 +0000 2018,What does a Trump-Macron bromance mean for the world? https://t.co/nWXVL9Lyyb,76,0.0,1.0,0.0,0.0
76,BBCWorld,Sun Apr 22 23:25:24 +0000 2018,Viewpoint: The pitfalls of India's biometric ID scheme https://t.co/0GqqqpIhD2,77,0.0,1.0,0.0,0.0
77,BBCWorld,Sun Apr 22 23:25:24 +0000 2018,Manzoor Pashteen: How Pakistan's Pashtun found a voice https://t.co/YNl30FHOQU,78,0.0,1.0,0.0,0.0
78,BBCWorld,Sun Apr 22 23:19:58 +0000 2018,Climate change: Michael Bloomberg offers $4.5m for Paris deal https://t.co/8V1W4RuxL8,79,0.0,1.0,0.0,0.0
79,BBCWorld,Sun Apr 22 22:35:55 +0000 2018,Canadian man accused of murder lynched in Peruvian Amazon https://t.co/D97nRubfzA,80,0.109,0.449,0.442,-0.7351
80,BBCWorld,Sun Apr 22 20:35:38 +0000 2018,Andrea Nahles: First woman to lead Germany's social democrats https://t.co/csjuLCPkup,81,0.0,1.0,0.0,0.0
81,BBCWorld,Sun Apr 22 19:44:37 +0000 2018,"Meet the man who's survived a snake, bear and shark attack https://t.co/Af1hsmFhMy",82,0.214,0.584,0.201,0.0516
82,BBCWorld,Sun Apr 22 19:23:59 +0000 2018,Scuffles as Armenia protest leader Nikol Pashinyan detained https://t.co/JO0j4J2xaK,83,0.0,0.598,0.402,-0.5719
83,BBCWorld,Sun Apr 22 18:17:18 +0000 2018,Vote for BBC Women's Footballer of the Year 2018 https://t.co/LKYQoVJZd2,84,0.0,1.0,0.0,0.0
84,BBCWorld,Sun Apr 22 16:00:03 +0000 2018,Iran nuclear deal: Macron urges Trump to stick with 2015 accord https://t.co/LUpSKKqybj,85,0.0,1.0,0.0,0.0
85,BBCWorld,Sun Apr 22 15:10:02 +0000 2018,RT @BBCNewsbeat: During the #LondonMarathon this man proposed to his girlfriend 💍❤️ https://t.co/k4EHQiRGo7,86,0.0,1.0,0.0,0.0
86,BBCWorld,Sun Apr 22 13:25:31 +0000 2018,Verne Troyer: Austin Powers star's film and TV moments https://t.co/K9KuFLJOAG,87,0.0,1.0,0.0,0.0
87,BBCWorld,Sun Apr 22 13:10:23 +0000 2018,London Marathon: Kenyans Kipchoge and Cheruiyot celebrate double win https://t.co/zqmod1Q2Nu,88,0.484,0.516,0.0,0.8176
88,BBCWorld,Sun Apr 22 12:15:36 +0000 2018,Naked gunman kills three in Nashville Waffle House https://t.co/JDLGh3sMYj,89,0.0,0.696,0.304,-0.5423
89,BBCWorld,Sun Apr 22 12:05:00 +0000 2018,London Marathon 2017: Mo Farah finishes third as Eliud Kipchoge wins https://t.co/00LKWfQQBC,90,0.252,0.748,0.0,0.5719
90,BBCWorld,Sun Apr 22 11:59:45 +0000 2018,Korean Air 'nut rage' sisters step down https://t.co/qinMBrPywm,91,0.0,0.66,0.34,-0.5574
91,BBCWorld,Sun Apr 22 11:05:03 +0000 2018,London Marathon 2018: Kenya's Vivian Cheruiyot wins but Paula Radcliffe keeps world record https://t.co/ZRhfdSSiFy,92,0.153,0.847,0.0,0.3291
92,BBCWorld,Sun Apr 22 11:05:03 +0000 2018,Fadi al-Batsh killing: Israel dismisses involvement https://t.co/QMm19pnXfi,93,0.0,0.577,0.423,-0.6597
93,BBCWorld,Sun Apr 22 08:44:38 +0000 2018,Afghan voter centre blast kills dozens https://t.co/thd2nogRXT,94,0.0,0.632,0.368,-0.5423
94,BBCWorld,Sun Apr 22 08:39:03 +0000 2018,Nicaragua reporter killed during Facebook Live amid unrest https://t.co/uvFLbJMoVG,95,0.0,0.64,0.36,-0.6705
95,BBCWorld,Sun Apr 22 07:56:14 +0000 2018,"Verne Troyer was ""a beacon of positivity"", says Austin Powers star Mike Myers https://t.co/yVRNzY69If",96,0.0,1.0,0.0,0.0
96,BBCWorld,Sun Apr 22 07:26:08 +0000 2018,ICYMI: Baby love and a centenarian pianist https://t.co/nPkh8C53Go,97,0.412,0.588,0.0,0.6369
97,BBCWorld,Sun Apr 22 07:20:59 +0000 2018,China dragon boat accident leaves 17 dead https://t.co/MbIgfYbfUg,98,0.0,0.448,0.552,-0.8126
98,BBCWorld,Sun Apr 22 04:18:34 +0000 2018,Armenian leaders face crunch talks after protests https://t.co/VZR0SlXgf1,99,0.0,0.787,0.213,-0.2263
99,BBCWorld,Sun Apr 22 00:05:54 +0000 2018,Salisbury attack: Russian TV's claims about poisoning https://t.co/RP7VjTqdVr,100,0.0,0.465,0.535,-0.7845
100,CBSNews,Mon Apr 23 23:45:01 +0000 2018,The Trump administration is pressing for the release of three Americans held in North Korea in the lead-up to the p… https://t.co/J19mVtcIVd,1,0.0,1.0,0.0,0.0
101,CBSNews,Mon Apr 23 23:30:39 +0000 2018,Today would have been legendary child star Shirley Temple's 90th birthday. https://t.co/B6N8ASiBYZ https://t.co/j7wn0aZzNM,2,0.0,1.0,0.0,0.0
102,CBSNews,Mon Apr 23 23:15:01 +0000 2018,"Bill Cosby opted not to testify in his sexual assault retrial as his lawyers rested their case Monday, setting the… https://t.co/jxRobcr2sW",3,0.0,0.84,0.16,-0.5859
103,CBSNews,Mon Apr 23 23:05:28 +0000 2018,".@davidbegnaud talks to 98-year-old Naomi Wooten, who just walked the aisle for the second time in her life.… https://t.co/FDMXIioYe4",4,0.0,1.0,0.0,0.0
104,CBSNews,Mon Apr 23 22:56:38 +0000 2018,Former president George H.W. Bush has been admitted to a hospital in Houston after contracting an infection that sp… https://t.co/25KqUWWYYI,5,0.072,0.928,0.0,0.1027
105,CBSNews,Mon Apr 23 22:51:53 +0000 2018,JUST IN: Former U.S. president George H.W. Bush has been admitted to Houston Methodist Hospital after contracting a… https://t.co/HhO3AMRelS,6,0.072,0.928,0.0,0.1027
106,CBSNews,Mon Apr 23 22:47:49 +0000 2018,"Meet the newest member of the British royal family: An eight-pound, seven-ounce prince. https://t.co/8PteZHb9Y6",7,0.0,1.0,0.0,0.0
107,CBSNews,Mon Apr 23 22:44:43 +0000 2018,"President Trump is hosting his first state visit. The guest of honor, French president Emmanuel Macron. There are s… https://t.co/ULAYJSQDKa",8,0.144,0.856,0.0,0.4939
108,CBSNews,Mon Apr 23 22:41:59 +0000 2018,"Senate Foreign Relations Committee recommended that Mike Pompeo, currently CIA director, be confirmed as America's… https://t.co/Q5XOnrPabD",9,0.107,0.893,0.0,0.2023
109,CBSNews,Mon Apr 23 22:38:55 +0000 2018,Southwest Airlines canceled at least 129 flights today as it ramps up engine inspections ordered last week after a… https://t.co/Zr3HUtDqx9,10,0.0,1.0,0.0,0.0
110,CBSNews,Mon Apr 23 22:37:32 +0000 2018,The suspect in a deadly shooting at a Tennessee Waffle House was arrested today after more than 24 hours on the run… https://t.co/D31Hh6syjI,11,0.0,0.782,0.218,-0.6486
111,CBSNews,Mon Apr 23 22:35:34 +0000 2018,"A van jumped a curb on a busy street and mowed down pedestrians in Toronto, killing nine people and injuring more t… https://t.co/xFKdHtDCRf",12,0.0,0.812,0.188,-0.6597
112,CBSNews,Mon Apr 23 22:15:01 +0000 2018,Shipwreck hunters plan to excavate around a Lake Erie wreck this summer that they think could be the remains of a s… https://t.co/5U4so4wfhe,13,0.0,0.873,0.127,-0.4404
113,CBSNews,Mon Apr 23 22:00:01 +0000 2018,U.K. man who filmed dog appearing to give Nazi salutes convicted of hate crime in controversial case.… https://t.co/01tuz48VdW,14,0.0,0.625,0.375,-0.8402
114,CBSNews,Mon Apr 23 21:46:46 +0000 2018,"MOMENTS AGO: President Trump, first lady Melania Trump welcome French president Emmanuel Macron, his wife to the Wh… https://t.co/hOgwcuKHB5",15,0.143,0.857,0.0,0.4588
115,CBSNews,Mon Apr 23 21:39:01 +0000 2018,"""We are so grateful for everyone who loved Tim's music and have precious memories of his songs."" The family of fame… https://t.co/DTH9Bm34g8",16,0.376,0.624,0.0,0.9094
116,CBSNews,Mon Apr 23 21:25:02 +0000 2018,"NEW: 25-year-old Alek Minassian identified as the suspected driver who ran down pedestrians in Toronto, killing at… https://t.co/xSEsvS76hU",17,0.0,0.717,0.283,-0.743
117,CBSNews,Mon Apr 23 21:17:50 +0000 2018,WATCH NOW: Senate Committee holds vote on secretary of state nominee Mike Pompeo.  https://t.co/87gesX1Imf https://t.co/ZDvJp4qLN6,18,0.0,1.0,0.0,0.0
118,CBSNews,Mon Apr 23 20:58:34 +0000 2018,"UPDATE: At least 9 dead, 16 injured after van plows into pedestrians in Toronto; suspect in custody, according to p… https://t.co/y5pB3eIGhR",19,0.0,0.649,0.351,-0.8481
119,CBSNews,Mon Apr 23 20:49:31 +0000 2018,WATCH NOW: Toronto officials give update after van plows into pedestrians. https://t.co/hjkpLTw5iS https://t.co/9dpeFUWruV,20,0.0,1.0,0.0,0.0
120,CBSNews,Mon Apr 23 23:45:01 +0000 2018,The Trump administration is pressing for the release of three Americans held in North Korea in the lead-up to the p… https://t.co/J19mVtcIVd,21,0.0,1.0,0.0,0.0
121,CBSNews,Mon Apr 23 23:30:39 +0000 2018,Today would have been legendary child star Shirley Temple's 90th birthday. https://t.co/B6N8ASiBYZ https://t.co/j7wn0aZzNM,22,0.0,1.0,0.0,0.0
122,CBSNews,Mon Apr 23 23:15:01 +0000 2018,"Bill Cosby opted not to testify in his sexual assault retrial as his lawyers rested their case Monday, setting the… https://t.co/jxRobcr2sW",23,0.0,0.84,0.16,-0.5859
123,CBSNews,Mon Apr 23 23:05:28 +0000 2018,".@davidbegnaud talks to 98-year-old Naomi Wooten, who just walked the aisle for the second time in her life.… https://t.co/FDMXIioYe4",24,0.0,1.0,0.0,0.0
124,CBSNews,Mon Apr 23 22:56:38 +0000 2018,Former president George H.W. Bush has been admitted to a hospital in Houston after contracting an infection that sp… https://t.co/25KqUWWYYI,25,0.072,0.928,0.0,0.1027
125,CBSNews,Mon Apr 23 22:51:53 +0000 2018,JUST IN: Former U.S. president George H.W. Bush has been admitted to Houston Methodist Hospital after contracting a… https://t.co/HhO3AMRelS,26,0.072,0.928,0.0,0.1027
126,CBSNews,Mon Apr 23 22:47:49 +0000 2018,"Meet the newest member of the British royal family: An eight-pound, seven-ounce prince. https://t.co/8PteZHb9Y6",27,0.0,1.0,0.0,0.0
127,CBSNews,Mon Apr 23 22:44:43 +0000 2018,"President Trump is hosting his first state visit. The guest of honor, French president Emmanuel Macron. There are s… https://t.co/ULAYJSQDKa",28,0.144,0.856,0.0,0.4939
128,CBSNews,Mon Apr 23 22:41:59 +0000 2018,"Senate Foreign Relations Committee recommended that Mike Pompeo, currently CIA director, be confirmed as America's… https://t.co/Q5XOnrPabD",29,0.107,0.893,0.0,0.2023
129,CBSNews,Mon Apr 23 22:38:55 +0000 2018,Southwest Airlines canceled at least 129 flights today as it ramps up engine inspections ordered last week after a… https://t.co/Zr3HUtDqx9,30,0.0,1.0,0.0,0.0
130,CBSNews,Mon Apr 23 22:37:32 +0000 2018,The suspect in a deadly shooting at a Tennessee Waffle House was arrested today after more than 24 hours on the run… https://t.co/D31Hh6syjI,31,0.0,0.782,0.218,-0.6486
131,CBSNews,Mon Apr 23 22:35:34 +0000 2018,"A van jumped a curb on a busy street and mowed down pedestrians in Toronto, killing nine people and injuring more t… https://t.co/xFKdHtDCRf",32,0.0,0.812,0.188,-0.6597
132,CBSNews,Mon Apr 23 22:15:01 +0000 2018,Shipwreck hunters plan to excavate around a Lake Erie wreck this summer that they think could be the remains of a s… https://t.co/5U4so4wfhe,33,0.0,0.873,0.127,-0.4404
133,CBSNews,Mon Apr 23 22:00:01 +0000 2018,U.K. man who filmed dog appearing to give Nazi salutes convicted of hate crime in controversial case.… https://t.co/01tuz48VdW,34,0.0,0.625,0.375,-0.8402
134,CBSNews,Mon Apr 23 21:46:46 +0000 2018,"MOMENTS AGO: President Trump, first lady Melania Trump welcome French president Emmanuel Macron, his wife to the Wh… https://t.co/hOgwcuKHB5",35,0.143,0.857,0.0,0.4588
135,CBSNews,Mon Apr 23 21:39:01 +0000 2018,"""We are so grateful for everyone who loved Tim's music and have precious memories of his songs."" The family of fame… https://t.co/DTH9Bm34g8",36,0.376,0.624,0.0,0.9094
136,CBSNews,Mon Apr 23 21:25:02 +0000 2018,"NEW: 25-year-old Alek Minassian identified as the suspected driver who ran down pedestrians in Toronto, killing at… https://t.co/xSEsvS76hU",37,0.0,0.717,0.283,-0.743
137,CBSNews,Mon Apr 23 21:17:50 +0000 2018,WATCH NOW: Senate Committee holds vote on secretary of state nominee Mike Pompeo.  https://t.co/87gesX1Imf https://t.co/ZDvJp4qLN6,38,0.0,1.0,0.0,0.0
138,CBSNews,Mon Apr 23 20:58:34 +0000 2018,"UPDATE: At least 9 dead, 16 injured after van plows into pedestrians in Toronto; suspect in custody, according to p… https://t.co/y5pB3eIGhR",39,0.0,0.649,0.351,-0.8481
