,User,Date,Tweet,Tweets Ago,Positive,Negative,Neutral,Compound
139,CBSNews,Mon Apr 23 20:49:31 +0000 2018,WATCH NOW: Toronto officials give update after van plows into pedestrians. https://t.co/hjkpLTw5iS https://t.co/9dpeFUWruV,40,0.0,1.0,0.0,0.0
140,CBSNews,Mon Apr 23 20:41:02 +0000 2018,"Complaints against @CBP about employee conduct, discrimination, frequent searches and fines and detention increased… https://t.co/qudUCU4nAk",41,0.0,0.714,0.286,-0.6369
141,CBSNews,Mon Apr 23 20:28:11 +0000 2018,Democratic lawmakers have sent a letter to House Oversight Committee chairman Trey Gowdy that calls for more scruti… https://t.co/3X2zsYmQfN,42,0.0,1.0,0.0,0.0
142,CBSNews,Mon Apr 23 19:56:37 +0000 2018,Tennessee Waffle House shooting suspect Travis Reinking being taken inside to a police precinct after he was captur… https://t.co/NE3VhhBPQJ,43,0.0,0.885,0.115,-0.296
143,CBSNews,Mon Apr 23 19:53:02 +0000 2018,Sunnybrook Hospital receives seven patients from hit-and-run incident in Toronto.  The hospital's emergency departm… https://t.co/mLE0m6lWdh,44,0.0,0.843,0.157,-0.3818
144,CBSNews,Mon Apr 23 19:40:27 +0000 2018,"NEW: Hit-and-run that injured several pedestrians in Toronto appears to be a deliberate act, U.S. law enforcement s… https://t.co/tD9iNaK8Is",45,0.0,0.863,0.137,-0.4019
145,CBSNews,Mon Apr 23 19:29:10 +0000 2018,"""Our thoughts are with all those affected by the terrible incident,"" Canada prime minister @JustinTrudeau says in w… https://t.co/nunyjnY5zN",46,0.0,0.783,0.217,-0.5719
146,CBSNews,Mon Apr 23 19:09:10 +0000 2018,"MORE: Travis Reinking in possession of semiautomatic weapon, .45 caliber ammunition when apprehended by police, aut… https://t.co/oeppjj7sNU",47,0.0,0.879,0.121,-0.296
147,CBSNews,Mon Apr 23 19:05:39 +0000 2018,"MORE: Waffle House shooting suspect Travis Reinking to be booked on four counts of criminal homicide, authorities s… https://t.co/I1JshMm149",48,0.0,0.752,0.248,-0.6808
148,CBSNews,Mon Apr 23 19:04:59 +0000 2018,WATCH LIVE: Tennessee authorities hold press conference following the capture of Waffle House shooting suspect Trav… https://t.co/Ei7d4rBfIk,49,0.0,0.879,0.121,-0.296
149,CBSNews,Mon Apr 23 18:59:14 +0000 2018,NEW: Footage shows Waffle House shooting suspect Travis Reinking exiting police vehicle and being escorted by autho… https://t.co/831wu8sVEt,50,0.0,0.885,0.115,-0.296
150,CBSNews,Mon Apr 23 18:34:24 +0000 2018,"UPDATE: Driver of van that struck 8 to 10 people in Toronto has been found and is in custody, Canadian authorities… https://t.co/QgL2Ov7EQh",51,0.0,0.909,0.091,-0.25
151,CBSNews,Mon Apr 23 18:31:07 +0000 2018,"""[Waffle House shooting suspect Travis Reinking] really was discovered not far from where he is suspected of killin… https://t.co/MJoermU9aS",52,0.0,0.806,0.194,-0.4767
152,CBSNews,Mon Apr 23 18:27:02 +0000 2018,"MORE: Tennessee Waffle House shooting suspect, 29-year-old Travis Reinking, ""apprehended...in a wooded area,""… https://t.co/zRlvv5JGR9",53,0.0,0.845,0.155,-0.296
153,CBSNews,Mon Apr 23 18:21:09 +0000 2018,"MORE: 29-year-old shooting suspect Travis Reinking, accused of opening fire at a Tennessee Waffle House on Sunday a… https://t.co/0XjCpahhBx",54,0.0,0.66,0.34,-0.7733
154,CBSNews,Mon Apr 23 18:12:36 +0000 2018,"NEW: Suspect in deadly Tennessee Waffle House shooting is in custody, according to @MNPDNashville… https://t.co/dh3fbfmTmj",55,0.0,0.864,0.136,-0.296
155,CBSNews,Mon Apr 23 18:10:49 +0000 2018,"DEVELOPING: Hit-and-run reported in Toronto after van strikes multiple pedestrians, according to authorities; polic… https://t.co/x8gX4lavwr",56,0.0,0.848,0.152,-0.3612
156,CBSNews,Mon Apr 23 18:05:47 +0000 2018,"Two disturbing videos apparently showing Syracuse University fraternity brothers engage in racist, anti-semitic, ho… https://t.co/wt1urj38oG",57,0.111,0.553,0.336,-0.7096
157,CBSNews,Mon Apr 23 17:55:47 +0000 2018,"Q: ""What gives you any optimism that the north Koreans are really looking to denuclearize because of the statements… https://t.co/N5IkjuKH64",58,0.156,0.844,0.0,0.5423
158,CBSNews,Mon Apr 23 17:51:21 +0000 2018,"Reporter on Pres. Trump's tweet: ""What has the president done that he's worried Michael Cohen could 'flip' about?""… https://t.co/4pdVqeDz0B",59,0.0,0.891,0.109,-0.296
159,CBSNews,Mon Apr 23 17:42:54 +0000 2018,WATCH LIVE: @PressSec Sarah Huckabee Sanders holds White House briefing following French Pres. Macron's arrival for… https://t.co/k1NcnbcbzG,60,0.0,1.0,0.0,0.0
160,CBSNews,Mon Apr 23 17:36:01 +0000 2018,"RT @CBSEveningNews: Viral video shows white officers in Alabama throwing a black woman to floor at Waffle House, threatening to ""break"" her…",61,0.0,0.855,0.145,-0.5267
161,CBSNews,Mon Apr 23 17:23:33 +0000 2018,WATCH LIVE: French Pres. Emmanuel Macron arrives for first state visit of Trump presidency https://t.co/35Gt6Y2m8O https://t.co/991eClGK1p,62,0.0,1.0,0.0,0.0
162,CBSNews,Mon Apr 23 17:20:24 +0000 2018,"WATCH: Princess Charlotte just became a big sister and she's all smiles. Her dad, Prince William, took her and Prin… https://t.co/AUCdJ71Ejz",63,0.14,0.86,0.0,0.4767
163,CBSNews,Mon Apr 23 17:10:01 +0000 2018,"Unruly passenger tased, removed from American Airlines flight in Miami https://t.co/YJJMA4cqhc https://t.co/DdUyz7PK0l",64,0.0,1.0,0.0,0.0
164,CBSNews,Mon Apr 23 17:04:15 +0000 2018,"MORE: Duchess Kate, Prince William present newborn baby to public outside of St. Mary's Hospital in London… https://t.co/X8qehGwIsP",65,0.0,1.0,0.0,0.0
165,CBSNews,Mon Apr 23 17:01:13 +0000 2018,"MOMENTS AGO: Prince William, Duchess Kate leave hospital in London after delivery of baby boy… https://t.co/WnYZvHXJOm",66,0.0,0.926,0.074,-0.0516
166,CBSNews,Mon Apr 23 16:55:01 +0000 2018,"Bill Cosby trial: Jurors won't hear old deposition testimony from a confidante of Cosby's chief accuser, a judge ru… https://t.co/ImnBcIWQvp",67,0.0,1.0,0.0,0.0
167,CBSNews,Mon Apr 23 16:54:47 +0000 2018,"""We have a man who has exhibited significant instability and we are concerned for the citizens -- not just here, bu… https://t.co/CSTgDjO469",68,0.083,0.917,0.0,0.2023
168,CBSNews,Mon Apr 23 16:51:22 +0000 2018,"Officials on whereabouts of Waffle House shooting suspect: ""There have been no confirmed sightings of him, so we do… https://t.co/hxqGH5O2CY",69,0.0,0.804,0.196,-0.5267
169,CBSNews,Mon Apr 23 16:46:55 +0000 2018,"WATCH LIVE: Authorities continue search for suspect in Tennessee Waffle House shooting, in which four people were k… https://t.co/r9Keo2sQw9",70,0.0,0.891,0.109,-0.296
170,CBSNews,Mon Apr 23 16:43:43 +0000 2018,RT @CBSThisMorning: New research shows that many once-endangered bookstores are booming again. #WorldBookDay https://t.co/bCGPfthmsZ,71,0.0,1.0,0.0,0.0
171,CBSNews,Mon Apr 23 16:40:37 +0000 2018,Saving enough money to retire can be challenging. Making sure that money lasts a lifetime can be even harder.… https://t.co/4xHTVDBllx,72,0.187,0.813,0.0,0.4404
172,CBSNews,Mon Apr 23 16:25:01 +0000 2018,Connecticut university shuts down for the day after unidentified viral-like illness sickens about 100 students… https://t.co/IdRIfeuvP1,73,0.0,0.711,0.289,-0.6908
173,CBSNews,Mon Apr 23 16:10:01 +0000 2018,E. coli outbreak has infected at least 64 people in 16 states; CDC says if you don't know source of romaine lettuce… https://t.co/DHdhkEYAmP,74,0.0,0.873,0.127,-0.4939
174,CBSNews,Mon Apr 23 15:55:37 +0000 2018,"Shania Twain is now scaling back comments about President Trump she made in an interview with the Guardian: ""The qu… https://t.co/g6eJxvIOtt",75,0.0,1.0,0.0,0.0
175,CBSNews,Mon Apr 23 15:40:31 +0000 2018,Harley-Davidson's summer internship offers more than just experience -- hired students will also be given their ver… https://t.co/bF9GYhB3t8,76,0.0,1.0,0.0,0.0
176,CBSNews,Mon Apr 23 15:25:43 +0000 2018,WATCH: Two children who got caught in a dangerous rip current in California need rescuing from lifeguards. Here are… https://t.co/zpbzAjX3s1,77,0.0,0.853,0.147,-0.4767
177,CBSNews,Mon Apr 23 15:10:55 +0000 2018,"Autopsies reportedly revealed nothing suspicious in the death of EDM pioneer and DJ Avicii, who passed away at age… https://t.co/Y3mlnGDBQb",78,0.088,0.75,0.162,-0.4195
178,CBSNews,Mon Apr 23 14:30:01 +0000 2018,"Ex-NFL player Jay Feely says photo of daughter, prom date and gun was a ""joke"" https://t.co/o9ddB5vog8 https://t.co/kR9CWpXzZR",79,0.0,0.862,0.138,-0.34
179,CBSNews,Mon Apr 23 14:15:01 +0000 2018,"32 Chinese nationals were among those killed in bus crash south of Pyongyang, North Korea, China's foreign ministry… https://t.co/h1aiQKIhGn",80,0.0,0.702,0.298,-0.802
180,CBSNews,Mon Apr 23 14:00:02 +0000 2018,The Supreme Court's first dive into Trump Administration policy is a dispute over the third and latest version of t… https://t.co/HYvJ6afAL5,81,0.148,0.741,0.111,0.2263
181,CBSNews,Mon Apr 23 13:45:01 +0000 2018,The billionaire Koch brothers' network success in President Trump's era draws Democratic pushback… https://t.co/MOo9DJENUW,82,0.222,0.778,0.0,0.5719
182,CBSNews,Mon Apr 23 13:30:01 +0000 2018,President Trump to host administration's first glitzy state dinner for French President Emmanuel Macron… https://t.co/3nQFxvK74O,83,0.0,1.0,0.0,0.0
183,CBSNews,Mon Apr 23 13:15:34 +0000 2018,"Catherine, Duchess of Cambridge, or Kate, as she's known to most of the world, delivered she and Prince William's t… https://t.co/OL8htRhPXm",84,0.0,1.0,0.0,0.0
184,CBSNews,Mon Apr 23 13:01:01 +0000 2018,It's time for Trump's doctor to be examined: Dr. Ronny Jackson is heading toward the Senate for a hearing Wednesday… https://t.co/V28DubIbhw,85,0.0,1.0,0.0,0.0
185,CBSNews,Mon Apr 23 12:46:31 +0000 2018,"New research shows that many once-endangered bookstores are booming again. Between 2009 and 2015, more than 570 ind… https://t.co/XGNVnSQXBb",86,0.0,1.0,0.0,0.0
186,CBSNews,Mon Apr 23 12:41:01 +0000 2018,New video shows Syracuse frat members pretending to sexually assault disabled man; 18 students face possible expuls… https://t.co/XMVjNOtxVB,87,0.066,0.755,0.179,-0.5267
187,CBSNews,Mon Apr 23 12:36:55 +0000 2018,The toll from Alzheimer's is growing in the U.S. More than 5 million people suffer from the disease. That number is… https://t.co/n2TfrSiP8m,88,0.122,0.735,0.143,-0.3612
188,CBSNews,Mon Apr 23 12:35:30 +0000 2018,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/2hiRqcSpUz,89,0.0,1.0,0.0,0.0
189,CBSNews,Mon Apr 23 12:34:34 +0000 2018,The photographer who snapped the engagement photos of Prince Harry and Meghan Markle will be back behind the lens f… https://t.co/zivF4ko5d3,90,0.13,0.87,0.0,0.4588
190,CBSNews,Mon Apr 23 12:21:01 +0000 2018,Senate Foreign Relations Committee to vote on Mike Pompeo secretary of state confirmation amid rare opposition… https://t.co/4VozOnOvuj,91,0.0,1.0,0.0,0.0
191,CBSNews,Mon Apr 23 12:17:18 +0000 2018,"""Us vs. Them: The Failure of Globalism"" is a new book by Ian Bremmer that looks at some of the consequences of incr… https://t.co/Huuq1m07zb",92,0.0,0.87,0.13,-0.5106
192,CBSNews,Mon Apr 23 12:12:47 +0000 2018,"Duchess Kate gave birth to a baby boy at 11:00 a.m. in London. Prince William was present for the birth, and Her Ro… https://t.co/56wGQYXeIJ",93,0.0,1.0,0.0,0.0
193,CBSNews,Mon Apr 23 12:07:35 +0000 2018,"JUST IN: Duchess Kate and Prince William have welcomed a baby boy on Monday. The baby weighs 8 lbs. 7oz. ""Her Royal… https://t.co/M9Cn1KTpIy",94,0.107,0.893,0.0,0.34
194,CBSNews,Mon Apr 23 12:01:42 +0000 2018,"The royal baby is on the way. Duchess Kate went into the ""early stages of labor"" on Monday and was admitted to the… https://t.co/JQyEDcjgHU",95,0.057,0.943,0.0,0.1027
195,CBSNews,Mon Apr 23 11:43:39 +0000 2018,"Federal health officials warn you not to eat any romaine lettuce unless you know where it's from, as the e-coli out… https://t.co/4uJolg5vqN",96,0.0,0.938,0.062,-0.1027
196,CBSNews,Mon Apr 23 11:41:01 +0000 2018,New York State health officials issue measles warning for tri-state area https://t.co/VyubVJ6PDJ https://t.co/oCn6dhTRta,97,0.0,0.833,0.167,-0.34
197,CBSNews,Mon Apr 23 11:39:10 +0000 2018,"The professor who sold tens millions of Facebook users’ personal data to Cambridge Analytica, is apologizing. In an… https://t.co/23DiNHYknJ",98,0.0,0.933,0.067,-0.0772
198,CBSNews,Mon Apr 23 11:34:09 +0000 2018,"A second disturbing video of Syracuse University fraternity members was published online over the weekend, as 18 st… https://t.co/ZGRByMG1rC",99,0.0,0.837,0.163,-0.5106
199,CBSNews,Mon Apr 23 11:33:10 +0000 2018,"Here are three things you should know this morning:
1⃣Southwest Airlines engine inspections
2⃣Net neutrality ends… https://t.co/sVh4SThcuq",100,0.0,1.0,0.0,0.0
200,cnn,Mon Apr 23 23:43:44 +0000 2018,Republican Debbie Lesko is favored to win over Democrat Hiral Tipirneni in the Arizona special election to replace… https://t.co/obqBhjvmlA,1,0.368,0.632,0.0,0.8519
201,cnn,Mon Apr 23 23:36:37 +0000 2018,"French Pres. Emmanuel Macron and his wife, Brigitte, joined Pres.Trump and first lady Melania Trump to plant a tree… https://t.co/8ZyLRN1ls0",2,0.0,1.0,0.0,0.0
202,cnn,Mon Apr 23 23:19:20 +0000 2018,"Mike Pompeo, President Donald Trump's nominee to be secretary of state, advanced out of committee with a favorable… https://t.co/0gfkfJuDxh",3,0.105,0.895,0.0,0.25
203,cnn,Mon Apr 23 23:13:04 +0000 2018,"The family of superstar DJ and producer Avicii says they are grateful for the ""support and the loving words"" follow… https://t.co/zpxpKtZznW",4,0.348,0.652,0.0,0.8625
204,cnn,Mon Apr 23 23:09:49 +0000 2018,"Google parent Alphabet's profits hit $9.4 billion in the first three months of 2017, up from $5.4 billion a year ea… https://t.co/LKJ2NrRyD2",5,0.127,0.873,0.0,0.4404
205,cnn,Mon Apr 23 22:54:07 +0000 2018,JUST IN: Statement by the office of George H.W. Bush says the former President was admitted to the hospital Sunday… https://t.co/Ew4POH8TsL,6,0.065,0.935,0.0,0.1027
206,cnn,Mon Apr 23 22:49:42 +0000 2018,"BREAKING: Former President George H.W. Bush is in intensive care, CNN has learned https://t.co/Y0luasEgCd https://t.co/GqqCkhbRGP",7,0.186,0.814,0.0,0.4939
207,cnn,Mon Apr 23 22:43:19 +0000 2018,Fox News host Sean Hannity allegedly received help from the US Department for Housing and Urban Development to carr… https://t.co/27VACKbyCQ,8,0.124,0.876,0.0,0.4019
208,cnn,Mon Apr 23 22:37:21 +0000 2018,"Does the President using his personal cell phone put him at risk? 

Rep. Will Hurd: ""I wouldn't be using that""… https://t.co/yvx14RWMhC",9,0.0,0.905,0.095,-0.2732
209,cnn,Mon Apr 23 22:35:24 +0000 2018,"President Trump is increasingly relying on his personal cell phone to contact outside advisers, multiple sources in… https://t.co/bY3v89IM1R",10,0.0,1.0,0.0,0.0
210,cnn,Mon Apr 23 22:26:54 +0000 2018,President Donald Trump is increasingly agitated at the slow pace of confirmations in the Senate and has blasted Dem… https://t.co/tN7qeDRd5z,11,0.0,0.864,0.136,-0.4588
211,cnn,Mon Apr 23 22:15:05 +0000 2018,"America's gun violence problem is evident nationwide, but a new study reveals that how different groups of people a… https://t.co/IDypPrPuxk",12,0.0,0.724,0.276,-0.6249
212,cnn,Mon Apr 23 21:51:01 +0000 2018,"Following their arrival at the White House, French President Macron and his wife joined President Trump and the fir… https://t.co/FmRHvu2ziC",13,0.0,1.0,0.0,0.0
213,cnn,Mon Apr 23 21:49:50 +0000 2018,President Trump and first lady Melania Trump greet French President Emmanuel Macron and his wife Brigitte at the Wh… https://t.co/xQuXZRljxB,14,0.108,0.892,0.0,0.3182
214,cnn,Mon Apr 23 21:31:32 +0000 2018,"Sen. Rand Paul will change his vote and recommend Mike Pompeo to be secretary of state, keeping Pompeo from a histo… https://t.co/DDaeKIzBNw",15,0.111,0.889,0.0,0.3612
215,cnn,Mon Apr 23 21:26:12 +0000 2018,"JUST IN: Sen. Rand Paul has announced that he will support the nomination of Mike Pompeo to be secretary of state,… https://t.co/qM6PXb4WCN",16,0.114,0.886,0.0,0.4019
216,cnn,Mon Apr 23 21:13:11 +0000 2018,"Duchess Catherine stepped out literally hours after giving birth, and people are awed https://t.co/P3J0ovof6Z https://t.co/cLaQgfkB9V",17,0.146,0.854,0.0,0.34
217,cnn,Mon Apr 23 21:07:58 +0000 2018,"RT @CNNSitRoom: At least nine people killed and 16 injured in Toronto after a van drives into pedestrians on a busy street, officials say h…",18,0.0,0.745,0.255,-0.802
218,cnn,Mon Apr 23 21:07:32 +0000 2018,"President Trump is increasingly relying on his personal cell phone to contact outside advisers, sources say, as Tru… https://t.co/yk9MnK6W6W",19,0.0,1.0,0.0,0.0
219,cnn,Mon Apr 23 20:56:08 +0000 2018,"At least nine people were killed and 16 injured in Toronto when a van drove into pedestrians on a busy street, a po… https://t.co/KxBZrM0MEi",20,0.0,0.725,0.275,-0.802
220,cnn,Mon Apr 23 23:43:44 +0000 2018,Republican Debbie Lesko is favored to win over Democrat Hiral Tipirneni in the Arizona special election to replace… https://t.co/obqBhjvmlA,21,0.368,0.632,0.0,0.8519
221,cnn,Mon Apr 23 23:36:37 +0000 2018,"French Pres. Emmanuel Macron and his wife, Brigitte, joined Pres.Trump and first lady Melania Trump to plant a tree… https://t.co/8ZyLRN1ls0",22,0.0,1.0,0.0,0.0
222,cnn,Mon Apr 23 23:19:20 +0000 2018,"Mike Pompeo, President Donald Trump's nominee to be secretary of state, advanced out of committee with a favorable… https://t.co/0gfkfJuDxh",23,0.105,0.895,0.0,0.25
223,cnn,Mon Apr 23 23:13:04 +0000 2018,"The family of superstar DJ and producer Avicii says they are grateful for the ""support and the loving words"" follow… https://t.co/zpxpKtZznW",24,0.348,0.652,0.0,0.8625
224,cnn,Mon Apr 23 23:09:49 +0000 2018,"Google parent Alphabet's profits hit $9.4 billion in the first three months of 2017, up from $5.4 billion a year ea… https://t.co/LKJ2NrRyD2",25,0.127,0.873,0.0,0.4404
225,cnn,Mon Apr 23 22:54:07 +0000 2018,JUST IN: Statement by the office of George H.W. Bush says the former President was admitted to the hospital Sunday… https://t.co/Ew4POH8TsL,26,0.065,0.935,0.0,0.1027
226,cnn,Mon Apr 23 22:49:42 +0000 2018,"BREAKING: Former President George H.W. Bush is in intensive care, CNN has learned https://t.co/Y0luasEgCd https://t.co/GqqCkhbRGP",27,0.186,0.814,0.0,0.4939
227,cnn,Mon Apr 23 22:43:19 +0000 2018,Fox News host Sean Hannity allegedly received help from the US Department for Housing and Urban Development to carr… https://t.co/27VACKbyCQ,28,0.124,0.876,0.0,0.4019
228,cnn,Mon Apr 23 22:37:21 +0000 2018,"Does the President using his personal cell phone put him at risk? 

Rep. Will Hurd: ""I wouldn't be using that""… https://t.co/yvx14RWMhC",29,0.0,0.905,0.095,-0.2732
229,cnn,Mon Apr 23 22:35:24 +0000 2018,"President Trump is increasingly relying on his personal cell phone to contact outside advisers, multiple sources in… https://t.co/bY3v89IM1R",30,0.0,1.0,0.0,0.0
230,cnn,Mon Apr 23 22:26:54 +0000 2018,President Donald Trump is increasingly agitated at the slow pace of confirmations in the Senate and has blasted Dem… https://t.co/tN7qeDRd5z,31,0.0,0.864,0.136,-0.4588
231,cnn,Mon Apr 23 22:15:05 +0000 2018,"America's gun violence problem is evident nationwide, but a new study reveals that how different groups of people a… https://t.co/IDypPrPuxk",32,0.0,0.724,0.276,-0.6249
232,cnn,Mon Apr 23 21:51:01 +0000 2018,"Following their arrival at the White House, French President Macron and his wife joined President Trump and the fir… https://t.co/FmRHvu2ziC",33,0.0,1.0,0.0,0.0
233,cnn,Mon Apr 23 21:49:50 +0000 2018,President Trump and first lady Melania Trump greet French President Emmanuel Macron and his wife Brigitte at the Wh… https://t.co/xQuXZRljxB,34,0.108,0.892,0.0,0.3182
234,cnn,Mon Apr 23 21:31:32 +0000 2018,"Sen. Rand Paul will change his vote and recommend Mike Pompeo to be secretary of state, keeping Pompeo from a histo… https://t.co/DDaeKIzBNw",35,0.111,0.889,0.0,0.3612
235,cnn,Mon Apr 23 21:26:12 +0000 2018,"JUST IN: Sen. Rand Paul has announced that he will support the nomination of Mike Pompeo to be secretary of state,… https://t.co/qM6PXb4WCN",36,0.114,0.886,0.0,0.4019
236,cnn,Mon Apr 23 21:13:11 +0000 2018,"Duchess Catherine stepped out literally hours after giving birth, and people are awed https://t.co/P3J0ovof6Z https://t.co/cLaQgfkB9V",37,0.146,0.854,0.0,0.34
237,cnn,Mon Apr 23 21:07:58 +0000 2018,"RT @CNNSitRoom: At least nine people killed and 16 injured in Toronto after a van drives into pedestrians on a busy street, officials say h…",38,0.0,0.745,0.255,-0.802
238,cnn,Mon Apr 23 21:07:32 +0000 2018,"President Trump is increasingly relying on his personal cell phone to contact outside advisers, sources say, as Tru… https://t.co/yk9MnK6W6W",39,0.0,1.0,0.0,0.0
239,cnn,Mon Apr 23 20:56:08 +0000 2018,"At least nine people were killed and 16 injured in Toronto when a van drove into pedestrians on a busy street, a po… https://t.co/KxBZrM0MEi",40,0.0,0.725,0.275,-0.802
240,cnn,Mon Apr 23 20:42:54 +0000 2018,Officials in Toronto give an update on the investigation into the driver who hit multiple pedestrians with a van. W… https://t.co/BCNrq0oeNT,41,0.0,1.0,0.0,0.0
241,cnn,Mon Apr 23 20:38:55 +0000 2018,Aluminum stocks are plunging after the United States said it would consider relaxing sanctions against a Russian co… https://t.co/ZwLgrzCSR7,42,0.273,0.727,0.0,0.7184
242,cnn,Mon Apr 23 20:33:27 +0000 2018,"After a van strikes pedestrians in Toronto, a law enforcement official briefed on the situation tells CNN the incid… https://t.co/tC9YD0N7fP",43,0.0,0.872,0.128,-0.3612
243,cnn,Mon Apr 23 20:32:03 +0000 2018,"President Trump is increasingly relying on his personal cell phone to contact outside advisers, multiple sources in… https://t.co/TdQDss0Fys",44,0.0,1.0,0.0,0.0
244,cnn,Mon Apr 23 20:23:46 +0000 2018,"After a van strikes pedestrians in Toronto, a law enforcement official briefed on the situation tells CNN the incid… https://t.co/jXFd0f6ahM",45,0.0,0.872,0.128,-0.3612
245,cnn,Mon Apr 23 20:18:38 +0000 2018,Syracuse University has removed 18 students from regular classes and started disciplinary proceedings against them… https://t.co/KZLU9wL6iP,46,0.0,1.0,0.0,0.0
246,cnn,Mon Apr 23 19:58:59 +0000 2018,"""To think that that was going to probably be one of our last conversations ... it's just unreal right now."" - Abede… https://t.co/78enlS9nGI",47,0.0,1.0,0.0,0.0
247,cnn,Mon Apr 23 19:54:03 +0000 2018,"Did Michael Flynn Jr. just reveal something very, very important about the Russia investigation? | Analysis by… https://t.co/2tWYuRELI7",48,0.129,0.871,0.0,0.3338
248,cnn,Mon Apr 23 19:51:00 +0000 2018,"""Our thoughts are with all those affected by the terrible incident at Yonge and Finch in Toronto. Thank you to the… https://t.co/g4BBGBXbB3",49,0.095,0.725,0.179,-0.296
249,cnn,Mon Apr 23 19:23:49 +0000 2018,"Nashville police are crediting a ""citizen's tip"" for leading them to the suspect in the Waffle House shooting… https://t.co/YExerzDqSc",50,0.081,0.808,0.111,-0.1531
250,cnn,Mon Apr 23 19:06:42 +0000 2018,Nashville police discuss the capture of the suspect in the deadly Waffle House shooting. Watch CNN:… https://t.co/jbNwb4ZvCf,51,0.0,0.879,0.121,-0.296
251,cnn,Mon Apr 23 18:59:45 +0000 2018,The story behind that viral photo of the past 4 presidents all in the same place https://t.co/N6KOFlky3K https://t.co/k2PmQh0Eln,52,0.0,1.0,0.0,0.0
252,cnn,Mon Apr 23 18:29:56 +0000 2018,"Toronto police tell CNN partner CBC that the driver of the van has been arrested and the van has been located.

Fol… https://t.co/ndv5TGXQ2e",53,0.0,0.876,0.124,-0.4767
253,cnn,Mon Apr 23 18:24:30 +0000 2018,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/Nh0s0vCpvj,54,0.0,1.0,0.0,0.0
