,User,Date,Tweet,Tweets Ago,Positive,Negative,Neutral,Compound
254,cnn,Mon Apr 23 18:11:11 +0000 2018,"BREAKING: The Waffle House shooting suspect, accused of killing four people over the weekend, is now in custody, ar… https://t.co/kVeWKwcSOn",55,0.0,0.659,0.341,-0.8316
255,cnn,Mon Apr 23 18:10:55 +0000 2018,Here's a look at what President Trump said at Mar-a-Lago last week compared to some previously aired clips from Fox… https://t.co/hA6r1GzSp7,56,0.0,1.0,0.0,0.0
256,cnn,Mon Apr 23 18:08:41 +0000 2018,"JUST IN: A van has collided with numerous pedestrians in Toronto, Canada, according to police. The extent of the in… https://t.co/gAQ8tk4vaj",57,0.0,1.0,0.0,0.0
257,cnn,Mon Apr 23 18:01:34 +0000 2018,"White House press secretary Sarah Sanders: “As we’ve said many times before, we have no intention of firing the spe… https://t.co/whUdcuNhTP",58,0.0,0.805,0.195,-0.5574
258,cnn,Mon Apr 23 18:00:16 +0000 2018,Angry shareholders and protesters are ready to unload on Wells Fargo https://t.co/AWkFblAB2P https://t.co/a9PMRgv0SU,59,0.241,0.481,0.278,-0.1779
259,cnn,Mon Apr 23 17:50:05 +0000 2018,"Mike Pompeo, Trump's pick to be secretary of state, is facing a key committee vote this evening… https://t.co/7rDge948Wh",60,0.0,1.0,0.0,0.0
260,cnn,Mon Apr 23 17:48:32 +0000 2018,RT @CNNPolitics: White House press secretary Sarah Sanders: “We’re going to continue the maximum pressure campaign that has been ongoing to…,61,0.0,0.901,0.099,-0.296
261,cnn,Mon Apr 23 17:41:51 +0000 2018,"White House press secretary Sarah Sanders is holding a briefing.

Watch on CNN: https://t.co/InbdOHFPTK

Follow liv… https://t.co/E6nRZicufs",62,0.0,1.0,0.0,0.0
262,cnn,Mon Apr 23 17:35:04 +0000 2018,"Kamala Harris changes course, saying she will join other leading Democrats in rejecting corporate PAC money… https://t.co/ICAKwwmi9G",63,0.109,0.743,0.149,-0.2023
263,cnn,Mon Apr 23 17:25:06 +0000 2018,The 2018 election is going to be a referendum on Hillary Clinton? | Analysis by @CillizzaCNN https://t.co/R7A90dZMdG https://t.co/zk5GCifvX0,64,0.0,1.0,0.0,0.0
264,cnn,Mon Apr 23 17:16:05 +0000 2018,Some Southern states are observing Confederate Memorial Day today https://t.co/pXM0KWlXGu https://t.co/29wwtsX5XB,65,0.0,1.0,0.0,0.0
265,cnn,Mon Apr 23 17:05:47 +0000 2018,"Prince William and Catherine, Duchess of Cambridge, appear outside a London hospital after she gave birth to their… https://t.co/Sik27ex8NZ",66,0.0,1.0,0.0,0.0
266,cnn,Mon Apr 23 16:47:53 +0000 2018,Nashville Police: “There have been no confirmed sightings of [the suspected Waffle House shooter] so we don’t know… https://t.co/uDp3eLOgeu,67,0.0,0.806,0.194,-0.4767
267,cnn,Mon Apr 23 16:44:22 +0000 2018,"Officials in Tennessee are holding a briefing with the latest on the search for Travis Reinking, who is suspected o… https://t.co/8zbbN4mOwB",68,0.0,0.909,0.091,-0.2263
268,cnn,Mon Apr 23 16:40:59 +0000 2018,Michael Jackson's famous moonwalk shoes are going up for auction https://t.co/42MeaVnU0m https://t.co/X4uslEmcZf,69,0.0,1.0,0.0,0.0
269,cnn,Mon Apr 23 16:29:03 +0000 2018,The Waffle House shooting suspect had his guns taken away -- twice https://t.co/qZwcEMVzff,70,0.0,0.845,0.155,-0.296
270,cnn,Mon Apr 23 16:19:23 +0000 2018,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/g2Pt55KJiE,71,0.0,1.0,0.0,0.0
271,cnn,Mon Apr 23 16:05:51 +0000 2018,Princess Charlotte showed off her royal wave as she arrived at St. Mary's Hospital to meet her new little brother… https://t.co/93hrOAaQ0o,72,0.0,1.0,0.0,0.0
272,cnn,Mon Apr 23 15:59:08 +0000 2018,"Prince George and Princess Charlotte have arrived at the hospital to see their new brother, the #royalbaby who was… https://t.co/HmsTPxzE8L",73,0.0,1.0,0.0,0.0
273,cnn,Mon Apr 23 15:42:46 +0000 2018,The Waffle House shooting suspect thought Taylor Swift was stalking him and showed other signs of delusion https://t.co/Y4Gd241ZfT,74,0.09,0.8,0.11,-0.1027
274,cnn,Mon Apr 23 15:30:09 +0000 2018,Fox News host Sean Hannity allegedly received help from the US Department for Housing and Urban Development to carr… https://t.co/5b9xW1t50X,75,0.124,0.876,0.0,0.4019
275,cnn,Mon Apr 23 15:20:00 +0000 2018,"Here's the official announcement of the #royalbaby's birth, posted outside Buckingham Palace https://t.co/GNgRP1k03r https://t.co/Lpoa5Sp4mH",76,0.0,1.0,0.0,0.0
276,cnn,Mon Apr 23 15:13:07 +0000 2018,Kellyanne Conway was dead wrong when she tried to play the gender card this weekend | Analysis by @CillizzaCNN… https://t.co/TGfq4wO1d1,77,0.093,0.62,0.287,-0.7184
277,cnn,Mon Apr 23 15:02:49 +0000 2018,"""There's no need"" for President Trump to pardon his personal attorney Michael Cohen, the White House Legislative Af… https://t.co/ijmzqxXZv5",78,0.107,0.791,0.102,0.0258
278,cnn,Mon Apr 23 14:50:08 +0000 2018,This vegetarian company wants to disrupt China's pork industry https://t.co/WtxghnLhiv https://t.co/fBG10lc1z3,79,0.0,1.0,0.0,0.0
279,cnn,Mon Apr 23 14:40:13 +0000 2018,"Ohio Gov. John Kasich announces he plans to ""take action"" to improve the state's ability to keep guns away from cri… https://t.co/a4xuXtsWnf",80,0.206,0.794,0.0,0.6369
280,cnn,Mon Apr 23 14:30:04 +0000 2018,"After an argument with his mom, this 12-year-old boy used his mom's credit card and flew to Bali on his own… https://t.co/floHGeg229",81,0.104,0.797,0.1,0.0258
281,cnn,Mon Apr 23 14:20:12 +0000 2018,"""Maybe he should just go and play golf and enjoy his fortune"": Ivana Trump says she doesn't think it's necessary fo… https://t.co/4n80hBfrW0",82,0.219,0.781,0.0,0.6808
282,cnn,Mon Apr 23 14:10:08 +0000 2018,Russia amps up pressure on Trump to honor Iran nuclear deal https://t.co/931H1NKroJ https://t.co/zJ94jWJGv7,83,0.195,0.671,0.134,0.25
283,cnn,Mon Apr 23 14:00:30 +0000 2018,Shania Twain apologizes after saying she would have voted for Trump https://t.co/u7PzYJ8oqI https://t.co/0z8OlK5j11,84,0.172,0.828,0.0,0.3612
284,cnn,Mon Apr 23 13:50:06 +0000 2018,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/zQnztvUnuU,85,0.0,1.0,0.0,0.0
285,cnn,Mon Apr 23 13:40:05 +0000 2018,"Police continue to search for Travis Reinking, who is suspected of killing four people at a Nashville-area Waffle H… https://t.co/I3WD4aVYzw",86,0.0,0.73,0.27,-0.743
286,cnn,Mon Apr 23 13:30:07 +0000 2018,Fox News host Sean Hannity allegedly received help from the US Department for Housing and Urban Development to carr… https://t.co/k37SAe6bRq,87,0.124,0.876,0.0,0.4019
287,cnn,Mon Apr 23 13:21:18 +0000 2018,"While Trump vented, they paid their respects | Analysis by @StCollinson https://t.co/YJVdhJgIxs https://t.co/bJuiefGUOv",88,0.173,0.827,0.0,0.3182
288,cnn,Mon Apr 23 13:10:07 +0000 2018,At least 33 people were killed and 41 wounded after airstrikes hit a wedding party in northwest Yemen on Sunday nig… https://t.co/QfqllZtbut,89,0.103,0.725,0.172,-0.4215
289,cnn,Mon Apr 23 13:00:04 +0000 2018,Why is President Trump always SHOUTING in his tweets? | @ruthbenghiat for @CNNopinion https://t.co/WVJZy67X0F https://t.co/JGVtivEKdv,90,0.0,1.0,0.0,0.0
290,cnn,Mon Apr 23 12:56:21 +0000 2018,It may be a while before we find out the name of the Duke and Duchess of Cambridge's third child #royalbaby https://t.co/54tZpkvXYP,91,0.0,1.0,0.0,0.0
291,cnn,Mon Apr 23 12:53:58 +0000 2018,"At Barbara Bush's funeral, former President George H.W. Bush wore black socks decorated with a stack of blue, read… https://t.co/1QrPYfN1JI",92,0.0,0.878,0.122,-0.3612
292,cnn,Mon Apr 23 12:46:09 +0000 2018,Four presidents come together to pay tribute to former first lady Barbara Bush https://t.co/HoJCP2p9f5 https://t.co/80HZuY0wJi,93,0.0,0.909,0.091,-0.1027
293,cnn,Mon Apr 23 12:30:54 +0000 2018,The new #royalbaby is Queen Elizabeth II's sixth great-grandchild https://t.co/fnw5nepVqC https://t.co/RediQrE9jN,94,0.0,1.0,0.0,0.0
294,cnn,Mon Apr 23 12:30:10 +0000 2018,"How an 'ugly,' unwanted weapon became the most popular rifle in America https://t.co/cHNpymoOF5 https://t.co/jHlfFO7w12",95,0.17,0.605,0.225,-0.0018
295,cnn,Mon Apr 23 12:26:11 +0000 2018,"The Duchess and the new prince are both doing well, Kensington Palace confirms https://t.co/fnw5nepVqC",96,0.139,0.861,0.0,0.2732
296,cnn,Mon Apr 23 12:22:27 +0000 2018,"The new Prince will be fifth in line to the throne, after his siblings Prince George and Princess Charlotte. Charlo… https://t.co/7RGt3rR3hr",97,0.0,1.0,0.0,0.0
297,cnn,Mon Apr 23 12:21:16 +0000 2018,The Waffle House shooting suspect thought Taylor Swift was stalking him and showed other signs of delusion https://t.co/sLKTKnklRY,98,0.09,0.8,0.11,-0.1027
298,cnn,Mon Apr 23 12:08:57 +0000 2018,The Duke and Duchess of Cambridge's third child is a boy weighing 8lbs 7oz https://t.co/9SWHz7i5HN,99,0.0,1.0,0.0,0.0
299,cnn,Mon Apr 23 12:07:00 +0000 2018,JUST IN: The #royalbaby has arrived and it's a boy https://t.co/Yp3tWGvjdU https://t.co/mTCi5B3BU6,100,0.0,1.0,0.0,0.0
300,FoxNews,Mon Apr 23 23:41:18 +0000 2018,"Florida girl, 4, fighting for her life after drinking pool water https://t.co/YRRHeGOB1B",1,0.0,0.815,0.185,-0.3612
301,FoxNews,Mon Apr 23 23:29:32 +0000 2018,Jordan Peterson: 'You Need to Have Respect' for #Trump Supporters https://t.co/kCghajqjEC,2,0.4,0.6,0.0,0.7184
302,FoxNews,Mon Apr 23 23:21:35 +0000 2018,".@LindseyGrahamSC: “When it comes to Syria, we need to stay to protect America…You may be tired of fighting radical… https://t.co/mj6tiMWiWv",3,0.104,0.68,0.216,-0.4215
303,FoxNews,Mon Apr 23 23:12:34 +0000 2018,.@RandPaul: “@POTUS shares with me that we need to build some things at home. We need to build some bridges and som… https://t.co/gPdzRMwXFX,4,0.091,0.909,0.0,0.296
304,FoxNews,Mon Apr 23 23:07:38 +0000 2018,.@RandPaul: “#Trump was probably the closest to me on foreign policy of any of the other 16 [candidates] running…I’… https://t.co/8ULDJYxSOl,5,0.0,1.0,0.0,0.0
305,FoxNews,Mon Apr 23 22:52:52 +0000 2018,"BREAKING: Former President George H.W. Bush hospitalized after contracting infection, spokesman says https://t.co/ROERqraeVr",6,0.0,1.0,0.0,0.0
306,FoxNews,Mon Apr 23 22:40:33 +0000 2018,OPINION: Mike Pompeo will be a great secretary of state (no matter what Democrats say) https://t.co/Wn0FIQvitp,7,0.286,0.714,0.0,0.6369
307,FoxNews,Mon Apr 23 22:33:34 +0000 2018,BREAKING: Senate panel votes to recommend Mike Pompeo for secretary of state after last-minute wrangling https://t.co/rM2ZnKQ1EU,8,0.143,0.857,0.0,0.3612
308,FoxNews,Mon Apr 23 22:18:37 +0000 2018,.@greggutfeld on the @kanyewest tweets https://t.co/yZDGSgLTRX,9,0.0,1.0,0.0,0.0
309,FoxNews,Mon Apr 23 22:09:09 +0000 2018,Gun-toting Georgia ex-cop foils attempted home ambush https://t.co/nQQMnHgGeK,10,0.0,1.0,0.0,0.0
310,FoxNews,Mon Apr 23 21:58:19 +0000 2018,Mattis optimistic about North Korea after stunning nuclear announcement https://t.co/r89inTfdzt,11,0.38,0.62,0.0,0.5994
311,FoxNews,Mon Apr 23 21:44:40 +0000 2018,"Mike Pompeo likely avoiding committee rebuke, as Paul, Flake offer last-minute support https://t.co/Fu19BVUjcm",12,0.168,0.683,0.149,0.0772
312,FoxNews,Mon Apr 23 21:33:59 +0000 2018,"Louisiana teens stop basketball game, kneel 'out of honor' for passing funeral procession https://t.co/zkzbrgDkUy",13,0.169,0.582,0.249,-0.128
313,FoxNews,Mon Apr 23 21:24:13 +0000 2018,.@POTUS and @FLOTUS welcome French President @EmmanuelMacron and his wife Brigitte to The @WhiteHouse. https://t.co/OWExMh0Toy,14,0.176,0.824,0.0,0.4588
314,FoxNews,Mon Apr 23 21:19:29 +0000 2018,".@KatiePavlich: “On the issue of diplomacy, Mike Pompeo has essentially already done the job of secretary of state… https://t.co/q7BGyRD82O",15,0.0,1.0,0.0,0.0
315,FoxNews,Mon Apr 23 21:17:20 +0000 2018,Canadian Prime Minister Justin Trudeau tweeted after a van driver plowed into a group of people in Toronto today. H… https://t.co/iG6yUD9tG8,16,0.0,1.0,0.0,0.0
316,FoxNews,Mon Apr 23 21:10:24 +0000 2018,"Senate Foreign Relations Committee meets to consider nominations, including Mike Pompeo to be Secretary of State. https://t.co/kLxUOty165",17,0.0,1.0,0.0,0.0
317,FoxNews,Mon Apr 23 20:54:50 +0000 2018,"BREAKING: At least 9 dead, 16 hurt after driver plows van into Toronto crowd https://t.co/WG8u7P8Hvl",18,0.0,0.609,0.391,-0.8271
318,FoxNews,Mon Apr 23 20:53:44 +0000 2018,"Peter Yuen, Toronto Police Deputy Chief: “We can confirm for you tonight right now we have 9 people that are dead,… https://t.co/Cb0bRlh05q",19,0.0,1.0,0.0,0.0
319,FoxNews,Mon Apr 23 20:45:36 +0000 2018,"Toronto Mayor @JohnTory: “This is a time when this community should come together…I hope that we will, as a city, r… https://t.co/lnaPShEZkd",20,0.132,0.868,0.0,0.4404
320,FoxNews,Mon Apr 23 23:41:18 +0000 2018,"Florida girl, 4, fighting for her life after drinking pool water https://t.co/YRRHeGOB1B",21,0.0,0.815,0.185,-0.3612
321,FoxNews,Mon Apr 23 23:29:32 +0000 2018,Jordan Peterson: 'You Need to Have Respect' for #Trump Supporters https://t.co/kCghajqjEC,22,0.4,0.6,0.0,0.7184
322,FoxNews,Mon Apr 23 23:21:35 +0000 2018,".@LindseyGrahamSC: “When it comes to Syria, we need to stay to protect America…You may be tired of fighting radical… https://t.co/mj6tiMWiWv",23,0.104,0.68,0.216,-0.4215
323,FoxNews,Mon Apr 23 23:12:34 +0000 2018,.@RandPaul: “@POTUS shares with me that we need to build some things at home. We need to build some bridges and som… https://t.co/gPdzRMwXFX,24,0.091,0.909,0.0,0.296
324,FoxNews,Mon Apr 23 23:07:38 +0000 2018,.@RandPaul: “#Trump was probably the closest to me on foreign policy of any of the other 16 [candidates] running…I’… https://t.co/8ULDJYxSOl,25,0.0,1.0,0.0,0.0
325,FoxNews,Mon Apr 23 22:52:52 +0000 2018,"BREAKING: Former President George H.W. Bush hospitalized after contracting infection, spokesman says https://t.co/ROERqraeVr",26,0.0,1.0,0.0,0.0
326,FoxNews,Mon Apr 23 22:40:33 +0000 2018,OPINION: Mike Pompeo will be a great secretary of state (no matter what Democrats say) https://t.co/Wn0FIQvitp,27,0.286,0.714,0.0,0.6369
327,FoxNews,Mon Apr 23 22:33:34 +0000 2018,BREAKING: Senate panel votes to recommend Mike Pompeo for secretary of state after last-minute wrangling https://t.co/rM2ZnKQ1EU,28,0.143,0.857,0.0,0.3612
328,FoxNews,Mon Apr 23 22:18:37 +0000 2018,.@greggutfeld on the @kanyewest tweets https://t.co/yZDGSgLTRX,29,0.0,1.0,0.0,0.0
329,FoxNews,Mon Apr 23 22:09:09 +0000 2018,Gun-toting Georgia ex-cop foils attempted home ambush https://t.co/nQQMnHgGeK,30,0.0,1.0,0.0,0.0
330,FoxNews,Mon Apr 23 21:58:19 +0000 2018,Mattis optimistic about North Korea after stunning nuclear announcement https://t.co/r89inTfdzt,31,0.38,0.62,0.0,0.5994
331,FoxNews,Mon Apr 23 21:44:40 +0000 2018,"Mike Pompeo likely avoiding committee rebuke, as Paul, Flake offer last-minute support https://t.co/Fu19BVUjcm",32,0.168,0.683,0.149,0.0772
332,FoxNews,Mon Apr 23 21:33:59 +0000 2018,"Louisiana teens stop basketball game, kneel 'out of honor' for passing funeral procession https://t.co/zkzbrgDkUy",33,0.169,0.582,0.249,-0.128
333,FoxNews,Mon Apr 23 21:24:13 +0000 2018,.@POTUS and @FLOTUS welcome French President @EmmanuelMacron and his wife Brigitte to The @WhiteHouse. https://t.co/OWExMh0Toy,34,0.176,0.824,0.0,0.4588
334,FoxNews,Mon Apr 23 21:19:29 +0000 2018,".@KatiePavlich: “On the issue of diplomacy, Mike Pompeo has essentially already done the job of secretary of state… https://t.co/q7BGyRD82O",35,0.0,1.0,0.0,0.0
335,FoxNews,Mon Apr 23 21:17:20 +0000 2018,Canadian Prime Minister Justin Trudeau tweeted after a van driver plowed into a group of people in Toronto today. H… https://t.co/iG6yUD9tG8,36,0.0,1.0,0.0,0.0
336,FoxNews,Mon Apr 23 21:10:24 +0000 2018,"Senate Foreign Relations Committee meets to consider nominations, including Mike Pompeo to be Secretary of State. https://t.co/kLxUOty165",37,0.0,1.0,0.0,0.0
337,FoxNews,Mon Apr 23 20:54:50 +0000 2018,"BREAKING: At least 9 dead, 16 hurt after driver plows van into Toronto crowd https://t.co/WG8u7P8Hvl",38,0.0,0.609,0.391,-0.8271
338,FoxNews,Mon Apr 23 20:53:44 +0000 2018,"Peter Yuen, Toronto Police Deputy Chief: “We can confirm for you tonight right now we have 9 people that are dead,… https://t.co/Cb0bRlh05q",39,0.0,1.0,0.0,0.0
339,FoxNews,Mon Apr 23 20:45:36 +0000 2018,"Toronto Mayor @JohnTory: “This is a time when this community should come together…I hope that we will, as a city, r… https://t.co/lnaPShEZkd",40,0.132,0.868,0.0,0.4404
340,FoxNews,Mon Apr 23 20:39:56 +0000 2018,Toronto's Mayor @JohnTory and police officials provide an update on the van that plowed into a crowd of pedestrians… https://t.co/nGaaCcU2SN,41,0.0,1.0,0.0,0.0
341,FoxNews,Mon Apr 23 20:17:42 +0000 2018,The latest details on a van plowing into multiple pedestrians in Toronto. Catherine Herridge reports. https://t.co/70mAHUvFZJ,42,0.0,1.0,0.0,0.0
342,FoxNews,Mon Apr 23 19:56:26 +0000 2018,"Kathleen Wynne, Premier of Ontario: “I think we are all unsettled and very disturbed by a situation like this. I th… https://t.co/dbqR3aO0aR",43,0.101,0.688,0.21,-0.4005
343,FoxNews,Mon Apr 23 19:46:03 +0000 2018,"Van plows into crowd in Toronto, injuring several, driver in custody, cops say https://t.co/z8olxseLow",44,0.0,1.0,0.0,0.0
344,FoxNews,Mon Apr 23 19:35:32 +0000 2018,"Waffle House shooting suspect arrested, after cops say he stole BMW days before deadly rampage https://t.co/JRVwqyF92Y",45,0.0,0.725,0.275,-0.6486
345,FoxNews,Mon Apr 23 19:30:52 +0000 2018,"DHS boss threatens ‘caravan’ border-crossers with prosecution, detention, deportation - via @brookefoxnews 
https://t.co/wRdFz7Yw9N",46,0.0,0.52,0.48,-0.8074
346,FoxNews,Mon Apr 23 19:19:02 +0000 2018,Nashville Mayor David Briley: “I’d like to thank the Metropolitan Police Department and Chief Anderson for all thei… https://t.co/B45pRwBCBu,47,0.227,0.773,0.0,0.6124
347,FoxNews,Mon Apr 23 19:14:39 +0000 2018,Lt. Carlos Lara of the Metro Nashville Police Dept details how the Waffle House shooting suspect was apprehended by… https://t.co/hcxQEhhuxH,48,0.0,0.896,0.104,-0.296
348,FoxNews,Mon Apr 23 19:09:40 +0000 2018,"“It was a nightmare.”

Witness describes scene where van hit crowd https://t.co/p9tqlIm2h9 https://t.co/lyCnqnYzp7",49,0.0,1.0,0.0,0.0
349,FoxNews,Mon Apr 23 19:08:35 +0000 2018,"Official: “[The suspect] has been taken to General Hospital to be checked out, and then will be taken to the Nashvi… https://t.co/gFtc5WLogw",50,0.0,1.0,0.0,0.0
350,FoxNews,Mon Apr 23 19:03:28 +0000 2018,Police hold a news conference after taking the Waffle House shooting suspect into custody.  https://t.co/i2WeZozY07… https://t.co/5ihwd62Wwt,51,0.0,0.864,0.136,-0.296
351,FoxNews,Mon Apr 23 19:00:56 +0000 2018,Witness describes scene where van hit crowd in Toronto https://t.co/p9tqlIm2h9 https://t.co/0uBAcvKjkv,52,0.0,1.0,0.0,0.0
352,FoxNews,Mon Apr 23 18:41:01 +0000 2018,JUST IN: This new photo shows Tennessee Waffle House shooting suspect Travis Reinking moments after he was taken in… https://t.co/bnGN07eiu2,53,0.0,0.896,0.104,-0.296
353,FoxNews,Mon Apr 23 18:27:40 +0000 2018,"Breaking News: Suspected driver who plowed into pedestrians in Toronto taken into custody, cops confirm to Fox News https://t.co/x7p5YFZ1p1",54,0.0,0.905,0.095,-0.2263
354,FoxNews,Mon Apr 23 18:10:32 +0000 2018,"Breaking News: Waffle House shooting suspect in custody, police say https://t.co/1UZKwsCIyP",55,0.0,0.82,0.18,-0.296
355,FoxNews,Mon Apr 23 18:01:41 +0000 2018,.@PressSec: “A sovereign nation that cannot defend its borders will no longer be a sovereign nation. The Trump admi… https://t.co/M7yD9B1oWz,56,0.0,0.891,0.109,-0.296
356,FoxNews,Mon Apr 23 17:55:50 +0000 2018,.@PressSec on North Korea: “Certainly the goal is denuclearization of the peninsula and we’re going to continue the… https://t.co/tIeyJJKtQM,57,0.0,1.0,0.0,0.0
357,FoxNews,Mon Apr 23 17:53:31 +0000 2018,"Breaking News: Several people injured when van plows into pedestrians in Toronto, cops say https://t.co/7SmqUkvjSR",58,0.0,0.838,0.162,-0.4019
358,FoxNews,Mon Apr 23 17:50:24 +0000 2018,.@PressSec on Waffle House shooting: “The president offers his condolences to the victims and their families.”… https://t.co/eQfJ1WGgn1,59,0.0,0.874,0.126,-0.3182
359,FoxNews,Mon Apr 23 17:47:22 +0000 2018,.@PressSec on Pompeo: “A majority of Democrats continue their pointless obstruction to score cheap political points… https://t.co/THLmesaPTT,60,0.0,1.0,0.0,0.0
360,FoxNews,Mon Apr 23 17:40:08 +0000 2018,.@PressSec Sarah Sanders holds a briefing at the @WhiteHouse https://t.co/YKSJ83XGCu,61,0.0,1.0,0.0,0.0
361,FoxNews,Mon Apr 23 17:39:18 +0000 2018,Kate Middleton proudly held her new bundle of joy as she and Prince William left the hospital after welcoming a bab… https://t.co/EpWFbkSRBm,62,0.364,0.636,0.0,0.8834
362,FoxNews,Mon Apr 23 17:31:20 +0000 2018,"JUST IN: Kate Middleton, Prince William leave hospital after welcoming baby boy https://t.co/JnzMHHvBMB https://t.co/G5um1Mq5uf",63,0.18,0.745,0.075,0.4019
363,FoxNews,Mon Apr 23 17:15:46 +0000 2018,"JUST IN: Alleged Waffle House shooter stole BMW, escaped after police chase days before deadly rampage, police say https://t.co/1UZKwsCIyP",64,0.0,1.0,0.0,0.0
364,FoxNews,Mon Apr 23 17:11:30 +0000 2018,French President @EmmanuelMacron arrives at Joint Base Andrews for Washington visit https://t.co/x0LFPwAmuh,65,0.0,1.0,0.0,0.0
365,FoxNews,Mon Apr 23 17:07:21 +0000 2018,French President @EmmanuelMacron arrives at Andrews Air Force Base for his state visit with @POTUS. https://t.co/MZnjQz4DuE,66,0.0,1.0,0.0,0.0
366,FoxNews,Mon Apr 23 17:03:27 +0000 2018,Prince William and Kate Present New Baby after Leaving Hospital https://t.co/9rg4lztXnL https://t.co/oMt30f843L,67,0.0,1.0,0.0,0.0
367,FoxNews,Mon Apr 23 16:55:55 +0000 2018,Dr. Oz films dramatic video of students fleeing bus engulfed in flames (via @RyanGaydos) https://t.co/9nojIk8rvq,68,0.0,1.0,0.0,0.0
368,FoxNews,Mon Apr 23 16:53:29 +0000 2018,"Prince William and Kate Middleton, the Duchess of Cambridge, appear with their new baby boy outside St. Mary's Hosp… https://t.co/4HnHuonCq8",69,0.0,1.0,0.0,0.0
369,FoxNews,Mon Apr 23 16:49:31 +0000 2018,Don Aaron: “The law enforcement presence is continuing significantly. We would urge citizens… to also be vigilant.”… https://t.co/cOyPzkSZ8f,70,0.0,1.0,0.0,0.0
370,FoxNews,Mon Apr 23 16:29:04 +0000 2018,"Penn State calls 'outing club' too risky, bans it from going outside https://t.co/q0t1gQ0O4b",71,0.0,0.87,0.13,-0.2023
371,FoxNews,Mon Apr 23 16:17:04 +0000 2018,"Prince William arrives at St. Mary’s Hospital with his children, Prince George and Princess Charlotte, to see their… https://t.co/enWuCaisHA",72,0.0,1.0,0.0,0.0
372,FoxNews,Mon Apr 23 16:16:10 +0000 2018,RT @FoxBusiness: .@harleydavidson to give free motorcycles to summer interns https://t.co/AVyzptjPPQ,73,0.248,0.752,0.0,0.5106
373,FoxNews,Mon Apr 23 16:04:38 +0000 2018,"NRA blasts YETI after outdoor sports company cuts ties with gun group, report says https://t.co/cqvOCgjv24",74,0.0,0.739,0.261,-0.5574
374,FoxNews,Mon Apr 23 15:48:49 +0000 2018,.@Jim_Jordan: “The relationship between Congress and the DOJ is not where it needs to be.” https://t.co/zF8yi4mEjt,75,0.0,1.0,0.0,0.0
375,FoxNews,Mon Apr 23 15:47:07 +0000 2018,".@Jim_Jordan on James Comey: “I think all throughout this process, he has been wrong.” https://t.co/sr85EmwT6f",76,0.0,1.0,0.0,0.0
376,FoxNews,Mon Apr 23 15:35:58 +0000 2018,Kate Middleton gives birth to baby boy https://t.co/k3iAmxuadM #RoyalBaby https://t.co/k3Wt90Jcd6,77,0.0,1.0,0.0,0.0
377,FoxNews,Mon Apr 23 15:28:54 +0000 2018,Pavlich Slams DNC's Trump-Russia Lawsuit: 'They're Desperate' https://t.co/fUH5YM2gnI,78,0.0,0.588,0.412,-0.4939
378,FoxNews,Mon Apr 23 15:26:48 +0000 2018,Gen. Jack Keane (Ret): “I think we should take some comfort in the fact that the administration is going into this… https://t.co/w789V6kw03,79,0.106,0.894,0.0,0.3612
379,FoxNews,Mon Apr 23 15:14:35 +0000 2018,'Fixer Upper' carpenter gets his own show on DIY Network https://t.co/qo90VnL4w8,80,0.0,1.0,0.0,0.0
